route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
302,302-Saturday-1-23WINT-0000010,3121805,Fairway Station,0,331743,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121806,Fairway Station,0,331746,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121807,Fairway Station,0,331742,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121808,Fairway Station,0,331745,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121809,Fairway Station,0,331744,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121810,Fairway Station,0,331746,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121811,Ainslie Terminal,1,331742,3020026,1,1
302,302-Saturday-1-23WINT-0000010,3121812,Ainslie Terminal,1,331745,3020026,1,1
302,302-Saturday-1-23WINT-0000010,3121813,Ainslie Terminal,1,331744,3020026,1,1
302,302-Saturday-1-23WINT-0000010,3121814,Ainslie Terminal,1,331743,3020026,1,1
302,302-Saturday-1-23WINT-0000010,3121815,Ainslie Terminal,1,331746,3020026,1,1
302,302-Saturday-1-23WINT-0000010,3121816,Ainslie Terminal,1,331742,3020026,1,1
302,302-Saturday-1-23WINT-0000010,3121817,Ainslie Terminal,1,331745,3020026,1,1
